ell,C_ell_TT_LCDM,C_ell_TT_obs,sigma_TT,C_ell_TE_LCDM,C_ell_TE_obs,sigma_TE,C_ell_EE_LCDM,C_ell_EE_obs,sigma_EE
1032,14386.094457888728,14233.46803939538,593.0082828113442,305.38383418577126,292.102670607527,12.632967150033318,185.5733726313512,170.28213000040523,7.779602044009723
1033,14366.566687036548,13378.903809495627,591.9167592470849,303.75794268522185,322.5660647474034,12.560253848939956,183.66729465237083,179.14705571864508,7.699065515620443
1034,14342.569038843827,14578.36712444052,590.6423557280555,301.8465209641148,325.023034848955,12.475902808360456,181.71390073036258,169.26874856430388,7.616731313466488
1035,14314.124163205699,14695.443123950157,589.1862685658991,299.65127891913846,298.37080004237333,12.380003094340616,179.7150723251787,176.51495301588895,7.532681681632793
1036,14281.258916559955,13997.362776072778,587.549864572324,297.1741953846532,281.96772912791465,12.27265492882585,177.67273724863662,181.4148528383429,7.447000701754556
1037,14244.004340222056,15165.942972965264,585.7346797606614,294.417516336058,319.8903345741918,12.153969614689911,175.5888678981826,169.03315737783436,7.359774217622204
1038,14202.39563472969,13486.86422284493,583.7424178877434,291.3837528380454,310.555438898671,12.024069455148627,173.46547944449134,163.09089533579132,7.271089757875943
1039,14156.47213021764,13304.828384180717,581.5749488374842,288.0756787396096,296.14366531737176,11.883087668381501,171.304627974691,171.80254066078075,7.181036456811742
1040,14106.277252847996,14236.28744639229,579.2343068477185,284.4963281179735,274.9658994366088,11.731168298356096,169.10840859293486,175.22358742551103,7.089704973314478
1041,14051.858487323914,14655.74383561601,576.7226885819667,280.6489924737824,280.0817982052619,11.568466123053895,166.87895348008527,155.0189066793255,6.997187407927346
1042,13993.267335519515,14959.913314911557,574.0424510479803,276.53721768019597,274.70989105406784,11.395146561551378,164.6184299143337,170.28096761279357,6.903577218059957
1043,13930.559271261602,13668.446365662025,571.1961093650278,272.1648006887217,275.87410223498284,11.211385581722439,162.32903825458672,167.89405096668347,6.808969131327514
1044,13863.793691303263,14476.68540001878,568.1863343820628,267.5357859948826,283.5220051444624,11.017369610720417,160.01300988853825,166.41822115876636,6.713459057006195
1045,13793.033862532422,13771.275963048696,565.0159501490211,262.65446186702496,272.16385815739113,10.81329545088992,157.67260514733442,165.73546418490204,6.617143995577053
1046,13718.346865462689,13621.384194482749,561.6879312436677,257.52535634183846,246.1058484525284,10.599370204385576,155.31011118881065,169.66751050508734,6.520121946320584
1047,13639.803534056644,14133.067282886937,558.2053999565106,252.15323299031212,266.4355002877368,10.375811210571547,152.92783985129125,150.64084158439294,6.422491812910255
1048,13557.478391936304,13919.238149557561,554.5716233364834,246.54308645817574,249.71913753239022,10.142846001311352,150.52812547999403,151.22109486480608,6.324353306940067
1049,13471.449585037826,12603.188532970633,550.7900101001765,240.70013778498915,247.50257854762572,9.900712280594135,148.11332272808824,145.5206574780588,6.225806849305064
1050,13381.798810771907,14189.265731176018,546.8641074075686,234.62982950632642,248.78144714856612,9.649657936704834,145.6858043345055,145.69791637034044,6.126953469338442
1051,13288.611243754165,14037.721515126017,542.7975975073131,228.3378205436827,217.9001474756387,9.38994109747068,143.24795888061513,152.48795805926557,6.0278947015911974
1052,13191.975458173252,12855.050956441626,538.5942942547606,221.82998088692946,221.50318603963973,9.121830242222352,140.80218852790114,132.82795747078623,5.928732480122453
1053,13091.983346868154,13303.44460625234,534.2581395060416,215.11238607438992,210.41134936270583,8.845604388298097,138.35090673881493,133.3313582365369,5.829569030150923
1054,12988.73003718802,13250.463870174775,529.7931993915918,208.19131147570513,194.76799931996874,8.561553375620724,135.89653598296073,143.78848064507113,5.730506756897936
1055,12882.3138037131,13019.22061971302,525.2036604727061,201.07322638299,203.94051036749897,8.269978280741315,133.44150543084382,139.18599211893618,5.631648131436682
1056,12772.835977916171,12486.405543042116,520.4938257847273,193.76478791582466,213.78488741411275,7.971192002687879,130.98824863737087,128.9790065298266,5.533095573342871
1057,12660.400854848514,12314.066101554483,515.6681107706427,186.27283474590433,172.16768184955933,7.665520078410412,128.53920121734515,133.18283450962952,5.434951329928192
1058,12545.115596936503,12532.064339705577,510.73103910894315,178.60438064730047,178.36701157171666,7.3533018077023184,126.09679851519215,127.91797575204228,5.337317351824483
1059,12427.090134977898,13020.124234165254,505.6872384396925,170.7666078784542,175.27275811965205,7.034891799519769,123.66347327116132,131.5253550503976,5.240295164677479
1060,12306.43706643027,12578.53146841692,500.541435992885,162.7668604022355,163.59279662528093,6.7106620988231205,121.24165328627345,121.62492957416612,5.1439857367059645
1061,12183.271551085027,11999.70684532688,495.29845412319065,154.6126369504447,153.8907662677007,6.38100512376066,118.83375908824941,124.01165188382849,5.048489341883404
1062,12057.71120422554,12435.815178372095,489.9632057553797,146.31158393944963,138.4560829946178,6.046337750855613,116.44220160071409,129.5304787198793,4.953905418512981
1063,11929.875987367785,10549.641181200534,484.54068974469266,137.87148824362737,139.2000271062406,5.707107053577985,114.06937981791435,116.97634053335264,4.860332422986943
1064,11799.888096686198,12350.18820682681,479.0359861565856,129.30026983353608,125.2411403743445,5.3637984661975535,111.71767848722658,111.95286865456237,4.767867678558172
1065,11667.871849228728,10844.196964324758,473.45425147031017,120.60597428581757,109.61925189153294,5.016947578220485,109.38946580170676,112.7680665881376,4.676607219002247
1066,11533.953567027667,11364.40343596124,467.80071371087956,111.79676517197345,117.37211519851901,4.667157487554955,107.08709110493683,105.41167725398599,4.586645627118236
1067,11398.261459214582,10880.883646910377,462.080667514024,102.88091633325719,107.01647082872455,4.315124879611599,104.8128826104051,115.55414252044552,4.498075868107331
1068,11260.925502250617,10670.163032188226,456.2994691288388,93.86680404909421,94.07146831754156,3.961680187297392,102.56914513766664,103.36343652540779,4.410989117984549
1069,11122.07731838325,11644.986291499532,450.4625313628061,84.7628991064159,85.58936648910975,3.6078511736386436,100.35815786747938,99.17759172681106,4.325474587319991
1070,10981.850052445358,10773.92164192143,444.5753184740447,75.57775877757767,79.07462822738485,3.254966786760016,98.18217211814827,94.63749747157804,4.241619340780061
1071,10840.378247111177,10992.369867468404,438.64334101557284,66.32001871443421,66.97168789445189,2.9048327405721075,96.04340914524224,100.60730543413085,4.159508113140554
1072,10697.797716727073,10677.496488954308,432.6721506364849,56.998384766339676,59.312705384682715,2.560039466218199,93.94405796686003,97.48150891296412,4.079223122680141
1073,10554.245419836534,10757.78315820007,426.66733484498695,47.62162472991786,46.95986900466739,2.224522083360204,91.88627321659813,89.89643602197809,4.000843883129996
1074,10409.859330518286,10442.17326915522,420.6345117381947,38.19856003839383,40.69737344839837,1.9046069981939096,89.87217302632297,92.13442578735682,3.9244470156512756
1075,10264.778308660643,9732.876258756385,414.57932470374914,28.738057398532938,29.25483102178428,1.6109620269069806,87.90383694086823,82.09573646182541,3.8501060626365144
1076,10119.141969293325,10526.124374371664,408.5074370982127,19.24902038308753,19.513296647538503,1.3618841406078799,85.9833038667058,86.68210259404268,3.7778913054711354
1077,9973.090551100986,9774.390791714926,402.4245269073086,9.740380986831537,8.233212358903389,1.1866898697420663,84.11257005663913,85.79133156561498,3.707869588744004
1078,9826.764784242701,9209.834902844163,396.3362813930492,0.2210911542370542,0.542778748272423,1.1210351321048244,82.29358713252182,88.50844546411007,3.6401041537444505
1079,9680.305757602642,9513.234504559257,390.2483917328207,-9.299885713105828,-10.284298616881257,1.1832527016489385,80.52826014797445,77.77284925812964,3.5746544844140953
1080,9533.854785597581,10110.396493225737,384.16654765548697,-18.813583261221286,-19.678715223382444,1.3554055690437627,78.81844569303351,74.3294130658772,3.5115761692155547
1081,9387.553274668064,9709.019081837683,378.09643207960596,-28.311040692468687,-29.617047421810124,1.6017240201777259,77.16595004263647,74.07589908294489,3.450920782615866
1082,9241.542589579329,9111.82875398699,372.0437157588048,-37.78331127016106,-39.80124942624444,1.8925830468609233,75.57252735079263,71.03790356394023,3.392735790035423
1083,9095.9639196595,8968.13069213086,366.0140519393959,-47.221470810915704,-42.52688149549963,2.2094561837335664,74.03987789226284,78.50038968298585,3.3370644801607465
1084,8950.95814510201,8835.165322560651,360.0130710352768,-56.61662615662879,-53.23296570758313,2.5415467371565286,72.56964635351788,77.65529406102681,3.2839459284351924
1085,8806.665703459503,9541.930799503034,354.0463753251502,-65.9599236179687,-60.424537574196975,2.8824618400337307,71.16342017470346,72.19881325958843,3.233414995304939
1086,8663.226456456405,8796.185647981998,348.11953367707855,-75.24255738130982,-79.19034826180163,3.228233672851621,69.82272794429167,73.71316587894606,3.185502362389495
1087,8520.779557246757,8667.956183312612,342.23807630534714,-84.45577787107943,-84.20095612681595,3.576257313925905,68.54903784804883,68.96969859093319,3.1402346091546063
1088,8379.463318244707,8726.058388555526,336.4074895646212,-93.59090005947051,-98.66755896835028,3.9247228311303926,67.34375617390607,67.0491350686258,3.0976343318873836
1089,8239.415079652385,8318.366706002273,330.63321078626126,-102.63931171565737,-105.6115311957297,4.272303243121933,66.20822587424932,65.18988998386877,3.0577203058137643
1090,8100.771078812365,8016.602943367148,324.92062316173957,-111.59248158651451,-115.8323706630202,4.617976764747757,65.14372518711787,64.20618681073127,3.0205076900771273
1091,7963.666320508272,7900.97671249106,319.2750506779375,-120.44196750109552,-114.29248824418349,4.960921748712431,64.15146631771924,59.52971806400801,2.9860082740403078
1092,7828.23444833806,7805.773007735047,313.7017531091277,-129.1794243910839,-131.27962094250515,5.300452408014403,63.232594181627746,64.01326373328853,2.9542307620262505
1093,7694.607617283576,7683.13550359576,308.2059210703882,-137.79661221951,-131.77524954619759,5.635978236768222,62.388185210974044,62.270201219440416,2.92518109222508
1094,7562.916367597143,7783.237260713228,302.7926711370653,-146.2854038102268,-142.68062795413502,5.966977666584363,61.61924622486181,63.77994468864207,2.8988627841282693
1095,7433.289500127732,7448.741689072769,297.46704103496114,-154.63779257054975,-140.14103873622184,6.2929805383255175,60.92671336520676,61.1956193522414,2.87527730757111
1096,7305.853953204928,7519.956282471275,292.2339849057254,-162.8459000997514,-172.6302875931405,6.613556185730594,60.311451099111004,59.84702567275122,2.8544244653374844
1097,7180.734681199668,7157.5610827273285,287.0983686519547,-170.9019836760836,-162.17763149562626,6.928305181917272,59.7742512888364,57.30328407558419,2.836302780372992
1098,7058.0545348782125,7080.234767111299,282.06496536637775,-178.7984436151752,-170.50181895395863,7.236853531152062,59.315832330369915,59.51937010885147,2.82090987801906
1099,6937.934143664425,6384.155901466901,277.13845084944273,-186.5278304927565,-193.86598611157683,7.538848526534869,58.93683836151008,61.00998778904021,2.808242853368631
1100,6820.4917999235695,7070.029267097474,272.3233992195268,-194.08285222481047,-186.19301421884373,7.83395576358922,58.637838540336894,55.438434626386936,2.7982986138843984
1101,6705.843345379657,6798.572073791977,267.624278619933,-201.45638099833246,-198.72625968772564,8.121856969172496,58.419326394862104,58.66347213087281,2.7910741878276704
1102,6594.1020597747565,6856.6240752599315,263.04544702667675,-208.64146004613698,-210.55277209055325,8.402248414000407,58.281719244583414,58.931109040524625,2.7865669898154017
1103,6485.378551879116,5736.432548264334,258.59114816107035,-215.6313102591385,-222.7788185716632,8.674839748427544,58.22535769460498,56.22570881100248,2.784775035932626
1104,6379.780652956274,6910.782307140304,254.2655075109152,-222.419336629846,-228.84770996895435,8.939353148750268,58.25050520290878,56.6129155977951,2.7856971022365147
1105,6277.4133127866335,6242.50578152651,250.07252846406826,-228.99913452087608,-210.15004087644303,9.195522693608682,58.35734772129685,59.00059813090249,2.7893328221420712
1106,6178.3784983505075,6451.009300331504,246.01608855804162,-235.36449575246255,-235.3580478289219,9.443093912335733,58.54599341045027,55.37730785511383,2.795682720009663
1107,6082.775095267837,5831.013937021618,242.09993584912812,-241.50941450319755,-233.93696990350713,9.681823462676409,58.816472429480605,59.79792033302999,2.804748180185237
1108,5990.698812091583,6136.739798561439,238.32768540452773,-247.42809301827089,-255.26707555669662,9.911478906327906,59.16873680027619,56.64694313509318,2.8165313526941973
1109,5902.2420875463085,5655.002488534741,234.70281592071885,-253.11494711983497,-261.01629127046016,10.131838558675648,59.60266034687574,62.61163635032741,2.831034998678443
1110,5817.494000803523,5673.260735835637,231.22866647130994,-258.56461151413953,-247.37397653816248,10.342691394840054,60.11803871002506,66.7767852953234,2.8482622804155198
1111,5736.540184880196,6172.764072194321,227.90843338739037,-263.77194489041716,-278.00165648189784,10.543836998372674,60.714589437004165,58.24575257389588,2.8682165023001813
1112,5659.462743245483,5616.607795189843,224.7451672733346,-268.7320348066088,-273.1893901233149,10.735085542064752,61.39195214673537,62.936294089019455,2.8909008104432155
1113,5586.3401697169165,5634.5541199069485,221.7417701608518,-273.440202357265,-273.06875036598313,10.916257792675433,62.14968877011181,60.030278373652635,2.916317859506456
1114,5517.247271724561,5707.705961779012,218.90099280395341,-277.89200661915334,-276.6571979637913,11.087185133157103,62.9872838654108,66.05234163527298,2.9444694560181257
1115,5452.255097018241,5559.434127437869,216.22543211736664,-282.0832488703274,-284.09763813101677,11.247709597306388,63.904145008586646,60.13955057209031,2.975356187688293
1116,5391.43086389013,5423.57802057632,213.7175287607984,-286.0099765786044,-281.49854782723645,11.397683912807418,64.89960325815764,66.34567778392392,3.0089770481759746
1117,5334.837894981039,5411.983192877339,211.37956487128835,-289.6684871556591,-281.6750300129221,11.53697154944166,65.97291369433806,63.31437501884925,3.0453290663703987
1118,5282.535554736046,5785.362930501287,209.21366194577257,-293.0553314731296,-284.48545629142757,11.665446769867703,67.12325603198549,66.48483132712263,3.0844069485745584
1119,5234.57919057121,5222.639320953226,207.22177887581617,-296.16731713737784,-307.78303817129495,11.782994680872738,68.34973530686517,65.12654126558893,3.1262027410683335
1120,5191.020077809783,5232.3269703080105,205.40571013633044,-299.00151151978116,-302.37997676283925,11.88951128339305,69.65138263466224,72.25881381164267,3.1707055194365634
1121,5151.905368442969,5365.9941511457555,203.7670841299513,-301.5552445396429,-287.23612691086726,11.984903519917502,71.02715604209328,68.33383603063243,3.2179011098345467
1122,5117.278043766036,5340.934078541069,202.30736168857757,-303.82611119709435,-293.02853438203636,12.069089318146926,72.47594136941548,74.27963463610881,3.2677718460915592
1123,5087.176870937893,5325.80300302769,201.02783473345633,-305.8119738535355,-322.4812300597278,12.141997629989909,73.99655324353475,72.85404581099621,3.3202963652773962
1124,5061.636363507587,5189.3374573347355,199.92962509501194,-307.51096425746636,-303.22165522939355,12.203568465151792,75.58773612087211,75.20134041722953,3.3754494431329793
1125,5040.686745948038,4813.213128014392,199.01368349348766,-308.92148531376387,-333.1621687371707,12.253752918717291,77.24816539905852,77.75544125659404,3.4332018696335367
1126,5024.353922233286,5348.232014714859,198.28078868130487,-310.04221259472325,-309.46526469196914,12.292513192251329,78.97644859647025,76.31499859227185,3.493520363948282
1127,5012.659448491733,4785.990800822824,197.73154674789566,-310.872095591428,-287.49194259371177,12.319822608048678,80.771126598549,81.51926936993777,3.5563675272055146
1128,5005.62050976406,5065.3505792020915,197.3663905876117,-311.41035870425446,-323.103246304569,12.335665616255993,82.6306749697743,88.17309046320196,3.6217018307795903
1129,5003.249900890457,4854.517580278034,197.18557953115652,-311.6565019715833,-321.9520798859168,12.34003779467389,84.55350533011546,81.68274201809281,3.6894776372911537
1130,5005.556011548083,4992.908622349193,197.1891991408426,-311.61030153601985,-302.1875636188771,12.332945841122521,86.53796679468928,90.9435572350935,3.759645251145987
1131,5012.54281545556,5077.433006700608,197.37716116981662,-311.2718098476971,-330.2704964875925,12.314407558326598,88.58234747532431,94.32328381243724,3.832150995224001
1132,5024.209863757435,5087.757997211236,197.74920368524963,-310.64135560447426,-318.41440429013835,12.284451831345132,90.68487604264426,87.49620966506623,3.9069373102471703
1133,5040.552282597551,5124.221231926741,198.3048913553359,-309.71954342910135,-302.4172438451764,12.243118597640406,92.84372334723473,87.0468689228947,3.983942873387402
1134,5061.560774886242,5382.759700897918,199.04361589979257,-308.50725328367344,-316.2394887836662,12.190458809951446,95.05700409839473,96.28390225708132,4.063102732799851
1135,5087.221626262387,5177.912429955792,199.96459670340678,-307.0056396219441,-309.8671377873877,12.126534392211754,97.32277859892085,95.05413107770651,4.144348454963589
1136,5117.516715247109,5068.424901969219,201.0668815920158,-305.2161302803329,-296.24763707517366,12.05141818883169,99.63905453430128,107.53877697932978,4.22760828195886
1137,5152.423527582345,5347.5059372790865,202.349347770173,-303.1404251086868,-298.0965444781176,11.965193907754024,102.00378881467311,102.15390702929983,4.3128072960924735
1138,5191.915174742949,5434.341991192776,203.81070291958005,-300.7804943421398,-297.61390533949526,11.867956057792608,104.41488946779852,100.88531829200436,4.399867589579891
1139,5235.96041660754,4983.749021416756,205.44948645723554,-298.13857671563,-302.12659024621564,11.759809880877999,106.87021758130761,101.72095300530407,4.488708437296811
1140,5284.523688269063,5408.343258733209,207.26407095209157,-295.2171773228978,-290.9093435143301,11.640871279969039,109.36758929237982,114.35853272992186,4.579246470908214
1141,5337.565130961897,5484.28739500348,209.2526636988506,-292.01906522204166,-293.44338510756415,11.511266743548633,111.90477782298503,109.23655137516856,4.6713958529641655
1142,5395.040627079093,5332.131742360553,211.41330844741606,-288.54727078991505,-283.34150218869746,11.371133267811036,114.47951555879068,114.68836278829278,4.765068449813697
1143,5456.901839248359,5750.950761291855,213.7438872863168,-284.80508282794307,-290.380967391846,11.220618277880423,117.08949616974627,121.73486382298648,4.860174002422991
1144,5523.0962534326,5490.647914772944,216.2421226783247,-280.7960454221224,-282.81523628826875,11.059879549679927,119.73237677036414,117.33209199545283,4.956620294396401
1145,5593.5672260162055,5621.056612353321,218.9055796463046,-276.5239545602384,-287.30368924281834,10.88908513441855,122.40578011764072,122.17364142691976,5.054313316681217
1146,5668.254034834799,5629.878530533979,221.7316681072094,-271.9928545095515,-272.36773046572665,10.70841328809377,125.10729684453757,125.02191722038064,5.153157428594951
1147,5747.0919341022845,5750.592820991618,224.71764535198284,-267.20703395843844,-275.7371835457883,10.518052408947506,127.83448772690235,131.4240293206197,5.253055514945936
1148,5830.0122131854005,5580.2142936540495,227.86061866899846,-262.1710219256926,-273.6659771067542,10.318200986493991,130.5848859816767,133.74767747845297,5.3539091391270235
1149,5916.942259171955,5584.063627999958,231.157548108513,-256.88958344143225,-254.27476042090652,10.109067566605042,133.3559995941956,132.15514300756297,5.4556186921495575
1150,6007.805623175824,6381.884881180154,234.60524938549574,-251.3677150037455,-249.26353337985384,9.8908707382465,136.14531367237032,136.49908047326127,5.5580835376543885
1151,6102.522090317689,5900.77556097402,238.20039691804604,-245.6106398154568,-238.0450739670195,9.663839148894537,138.95029282550024,136.84557668502754,5.661202152988494
1152,6201.007753317185,5961.150757219807,241.93952699848754,-239.62380280558156,-243.68854588339408,9.42821155752509,141.76838356544258,133.25013678019405,5.764872266474479
1153,6303.175089628673,5773.830796801083,245.8190410941045,-233.41286544025448,-229.66521141228444,9.184236936519454,144.59701672784192,146.10887383919223,5.868990991026477
1154,6408.933042049305,6249.29790009699,249.83520927435586,-226.98370032811593,-222.06388022289235,8.932174637071851,147.43360991109995,158.7365321593005,5.973454954282372
1155,6518.187102724982,6182.143234734378,253.98417376129336,-220.3423856253255,-216.48517611698173,8.672294637017435,150.27556993074973,144.90418322260564,6.078160425430734
1156,6630.839400475751,7054.909441930985,258.26195259976475,-213.49519924560772,-220.43471763381572,8.404877895846516,153.12029528686355,148.340649934009,6.1830034389118556
1157,6746.788791360612,7012.031835112966,262.66444344393227,-206.44861288082552,-205.23425538054443,8.130216849633058,155.9651786421496,150.49014697524973,6.287879915170534
1158,6865.930952396186,6682.065831964892,267.1874274564351,-199.2092858378959,-196.35128845141548,7.848616089583762,158.80760930831937,163.43969686747394,6.392685778628701
1159,6988.158478343065,7600.43038492523,271.8265733165133,-191.78405869790066,-191.72978666490621,7.560393283196982,161.64497573835638,164.55892793691612,6.497317073038031
1160,7113.360981469154,7384.895167850577,276.57744133324684,-184.17994680349798,-199.3400439652725,7.265880418585475,164.47466802227342,163.42805448258972,6.60167007435924
1161,7241.42519419648,7150.006115371468,281.4354876599708,-176.4041335809084,-175.28625506427443,6.965425483324084,167.2940803839385,161.13817375702857,6.705641401301205
1162,7372.235074536644,6656.415103945765,286.3960686058877,-168.46396370281104,-153.72984615065033,6.659394733813414,170.10061367658224,170.7296190865093,6.809128123640197
1163,7505.671914214856,8173.3773103294325,291.4544450407124,-160.36693609879399,-162.65252866341186,6.3481757767944655,172.89167787454093,162.07696612684484,6.9120278684228325
1164,7641.614449382467,7229.4592144398775,296.6057868881971,-152.12069681998773,-156.51259022609204,6.032181782727979,175.6646945588477,176.6707227668559,7.0142389241440455
1165,7779.938973813586,7283.28329664406,301.8451777042335,-143.7330317647613,-141.60051806857783,5.711857299869913,178.41709939424825,184.61857090627052,7.115660342975813
1166,7920.519454479779,8234.619979682726,307.1676193351797,-135.21185927244105,-133.5288634460047,5.38768636878552,181.14634459524322,172.11745134362414,7.21619204110954
1167,8063.227649394245,8825.816268960654,312.5680366519798,-126.5652225921532,-120.529739335053,5.060204001776929,183.84990137875812,172.6384039402638,7.315734897261819
1168,8207.933227614976,8648.189129944032,318.0412823555788,-117.80128223399261,-123.75101456134097,4.730012680104221,186.5252624010635,198.2355163648341,7.414190849381621
1169,8354.503891293292,8536.974812168044,323.58214184904205,-108.92830820988976,-105.711839386524,4.397806492643793,189.16994417655704,184.57473428589654,7.511462989584933
1170,8502.805499654238,8698.589908744469,329.18533817179605,-99.95467217152546,-97.5549565070195,4.064407179195689,191.78148947607818,200.42316234313998,7.607455657334099
1171,8652.7021947904,8938.464585846874,334.84553699124365,-90.88883945292393,-91.41916247900434,3.730819177833525,194.35746970238483,193.17136820745154,7.702074530867643
1172,8804.056529151923,9062.515239778946,340.5573516470642,-81.7393610252627,-80.58839456264249,3.398315796655601,196.8954872404978,195.6330127245494,7.795226716879836
1173,8956.729594611978,9054.110500526987,346.31534824339184,-72.51486537163147,-69.35589510382276,3.0685776967728926,199.3931777806065,202.85086019483356,7.8868208384404355
1174,9110.58115298533,9147.271825793992,352.1140507840199,-63.22405028955001,-60.83048543073878,2.7439214229298132,201.84821261125558,194.7967595956368,7.976767121138228
1175,9265.469767878225,9243.064686291229,357.947946345817,-53.87567462900266,-56.6505661362195,2.427685584928991,204.25830088058973,205.32688735870556,8.064977477427215
1176,9421.252937742955,9146.951957044972,363.8114902853718,-44.47854997401722,-42.73580196829231,2.124892531548283,206.6211918234075,203.5115321347866,8.151365589146923
1177,9577.78723001351,9474.021903482962,369.6991114740151,-35.04153227561222,-35.160777132332505,1.8433672616736714,208.9346769518731,198.0592950030859,8.235846988186362
1178,9734.928416193421,9099.04500368434,375.60521755618385,-25.57351344423945,-25.457244758297392,1.5954734138500284,211.19659220770316,214.00388255734674,8.318339135254787
1179,9892.531607769388,9855.012660305978,381.52420022620043,-16.08341290967024,-15.98093349333259,1.400049577656519,213.4048200737327,211.19336060354038,8.398761496721129
1180,10050.451392821193,9667.421332862954,387.450440518443,-6.580169156442991,-6.772760374121979,1.281864925741002,215.5572916427702,214.22618657890163,8.477035619480217
1181,10208.541973198688,9774.413868127058,393.37831410590707,2.9272687570497147,4.432318108102453,1.2629352040717436,217.65198864170435,207.30137898236958,8.553085203802047
1182,10366.657302135938,10438.489431847402,399.30219660214874,12.42994968774046,12.317164332826142,1.3472062042298012,219.6869454088669,233.4156956689892,8.626836174118914
1183,10524.651222171526,11088.71347329133,405.2164688615788,21.918928897188454,20.220539309815234,1.517034041130587,221.66025082268936,229.2861008416624,8.6982167477036
1184,10682.377603244713,11059.911814333429,411.1155222731155,31.38527653293771,30.697822799178187,1.746890924109205,223.5700501797536,232.0229566719899,8.767157501191523
1185,10839.69048083594,10184.801522700598,416.99376404217804,40.82008609379883,41.180235771544176,2.015446702474855,225.4145470203684,222.71637331304427,8.833591434898974
1186,10996.444194020529,10577.984268612441,422.84562245603155,50.21448287098501,53.051804890692026,2.3082394191423536,227.19200489986068,211.8066796225864,8.897454034889611
1187,11152.493523304362,11555.769724028984,428.6655521275096,59.55963235704019,61.13737848895332,2.6160836288036213,228.90074910382089,246.39631750855125,8.95868333274171
1188,11307.693828110729,10880.854106437333,434.4480392121709,68.84674861454981,66.35201026473227,2.93313917970885,230.53916830559544,229.98823863671726,9.017219962969182
1189,11461.901183786662,11363.020455127817,440.1876065939322,78.06710259660215,86.15784099655353,3.2555815334884004,232.1057161643645,225.31185021020028,9.073007218049874
1190,11614.972517999937,11860.229098320366,445.8788190343433,87.21203041115317,88.16013847651196,3.580802386207524,233.59891286222307,237.40264032184564,9.125991101016519
1191,11766.765746394973,11329.54245235787,451.51628828057335,96.27294152130627,101.25582087996366,3.906943347005279,235.01734657870625,245.7269874222496,9.176120375565693
1192,11917.139907379822,11965.306490444116,457.09467812734954,105.24132687377657,104.5991770448091,4.232621866136345,236.3596749012943,236.14707163288085,9.223346613642901
1193,12065.95529591528,11448.823483367052,462.6087094280523,114.10876694776145,116.53916056391955,4.556766645153576,237.62462617047092,249.4739803901195,9.267624240462666
1194,12213.073596177936,11931.601567067772,468.05316505022716,122.86693971651833,126.96230039614332,4.878516177297746,238.81100075797454,248.8925503404427,9.308910576924411
1195,12358.358012972034,12509.75010192923,473.4228947708976,131.507628514153,137.83877465895722,5.197154513737043,239.91767227696084,229.85655876886176,9.347165879387463
1196,12501.673401762744,11739.086879171027,478.7128201069955,140.02272980001246,145.85101743901063,5.512069549799265,240.94358872283243,234.62185184976437,9.382353376769485
1197,12642.886397208738,12856.04002461777,483.9179390764433,148.40426081341946,153.48282434546965,5.822725292136138,241.88777354358976,250.9024490495078,9.41443930493607
1198,12781.865540069326,12772.262001848954,489.0333308853334,156.64436711135198,154.71331301418635,6.128643024247193,242.7493266385952,217.13306030902731,9.443392938350337
1199,12918.481402366253,13191.441363000862,494.054160536855,164.73532998198536,161.05935268688881,6.429388269169772,243.52742528473425,242.11220143488973,9.469186618954724
1200,13052.60671067963,13164.334418737972,498.97568335760246,172.66957372700494,174.9062134225861,6.7245616113750915,244.221324989012,230.64016742430644,9.491795782258952
1201,13184.116467460331,13871.361207365277,503.79324943702676,180.4396728057868,186.9844391444728,7.013792139235734,244.8303602667019,240.29776223630103,9.511198980611058
1202,13312.888070242501,13376.565018854091,508.50230797585687,188.03835883465672,186.4132254144303,7.296732699563829,245.3539453442326,242.50697343085477,9.52737790363085
1203,13438.801428642222,13218.474127584632,513.0984115394166,195.45852743459605,203.52513483441226,7.573056426063672,245.79157478607087,242.3738097155767,9.540317395787786
1204,13561.73907902971,13625.037480688008,517.5772202118336,202.69324492087108,214.08532518399412,7.842454176934472,246.1428240449321,240.8687260657757,9.550005471108053
1205,13681.586296765601,13965.152284969841,521.9345056472649,209.73575482827934,202.30931040782417,8.104632630197672,246.4073499347262,235.92256979910312,9.55643332499832
1206,13798.231205893153,13823.93972123016,526.1661550143308,216.57948426580222,209.58340226315516,8.359312860719974,246.58489102571613,268.4946352989696,9.559595343176417
1207,13911.56488618123,13933.089368189178,530.2681748300679,223.2180500946568,222.00995015338083,8.606229273895915,246.6752679614477,264.5272506492755,9.559489107702019
1208,14021.481477415236,13646.451758428644,534.2366946798238,229.6452649239078,232.36613859638936,8.845128805970068,246.67838369707815,235.5735486161936,9.556115400103153
1209,14127.878280835233,13771.19252927415,538.0679708195902,235.85514291793703,231.0942931807226,9.075770325369017,246.5942236588151,261.70261308777054,9.54947820159734
1210,14230.655857624582,13470.782684249321,541.7583896574562,241.8419054103444,254.4145834034167,9.297924186635642,246.4228558242446,242.61212094698314,9.539584690408772
1211,14329.718124353,15283.770144964445,545.3044711108773,247.59998631890542,251.63344394963812,9.511371900860528,246.16443072341272,247.3951281133085,9.526445236185968
1212,14424.97244528309,13742.461115851831,548.7028718366773,253.12403735653717,253.50730116509595,9.71590589541113,245.81918136059426,245.21744135820205,9.510073391527015
